주키 값,대표제목,대체제목,작성자,편찬자,발신자,주제,자료유형,식별자,발행자,발행일,생성일,갱신일,원자료 발행일,원자료 생성일,사건 발생일,초록,목차정보,파일형식,부분자료,의존자료,단위,파일경로,메타데이터센터명
"COMMT00262","전공 표창장(戰功表彰狀) : 12사단 11연대 수상","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00262","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 상장
● 제원 : 가로 길이 330mm, 세로 길이 270mm, 두께 1.5mm, 제작국
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제2권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0262.jpg","WMK"
"COMMT00263","포항지구 전투 표창장","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00263","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 상장
● 제원 : 가로 길이 450mm, 세로 길이 300mm, 두께 1.5mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제2권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0263.jpg","WMK"
"COMMT00264","항공기 U-6","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00264","","20041018","20041110","20040915","","20041019","","● 영문 : De Havilland U-6A Aircraft
● 시대 : 현대
● 유형 : 항공기
● 제원 : 날개 길이 14.63m, 동체 길이 9.25m, 동체 높이 3.13m, 무게 2,310.3kg(화물 적재), 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제3권, http://www.wpafb.af.mil/museum/modern_flight","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0264.jpg","WMK"
"COMMT00265","K-200 한국형 장갑차","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00265","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 장갑차
● 제원 : 전체 길이 5.486m 너비 2.846m, 높이 2.518, 무게 : 13,200kg(기본형), 제작국 대한민국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, 2002년 한국군 장비 연감","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0265.jpg","WMK"
"COMMT00266","전차 K-1 한국형 88","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00266","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전차
● 제원 : 전체 길이(포열 전방) 9.71m, 전체 너비 3.59m, 전체 높이 2.25m, 무게 47톤, 제작국 대한민국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, 2002년 한국군 장비 연감","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0266.jpg","WMK"
"COMMT00267","에어보트","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00267","","20041018","20041110","20041004","","20041019","","● 영문 : Airboat
● 시대 : 현대
● 유형 : 배
● 제원 : 전체 길이 5.8m, 너비 3.2m, 무게 1,700kg, 제작국 미국
● 재질 : 합성 고무
● 참고문헌 : 베트남 전쟁","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0267.jpg","WMK"
"COMMT00268","140밀리 로켓발사기","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00268","","20041018","20041110","20041004","","20041019","","● 영문 : 140mm Caliber Multiple Rocket Launcher
● 시대 : 현대
● 유형 : 로켓발사기
● 제원 : 전체 길이 1,140mm, 포열 길이 1,086mm, 무게 31kg
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0268.jpg","WMK"
"COMMT00269","66밀리 로켓발사기 M47A2 LAW","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00269","","20041018","20041110","20041004","","20041019","","● 영문 : M72A2 66mm Light Anti-tank Weapon, LAW
● 시대 : 현대
● 유형 : 로켓발사기
● 제원 : 길이 670mm(휴대할 때), 880mm(발사할 때), 무게 2.3kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 베트남 전쟁, 육군 무기체계 50년 발전사, http://www.fas.org/man/dod-101/sys/land/m72.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0269.jpg","WMK"
"COMMT00270","전단 : ""생각하여 보라 네가 군대로 나온 후..""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00270","","20041018","20041110","20040915","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0270.jpg","WMK"
"COMMT00271","전단 : ""남반부 부모형제 자매들""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00271","","20041018","20041110","20040908","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0271.jpg","WMK"
"COMMT00272","구경 7.62밀리 고류노프 기관총 M1943","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00272","","20041018","20041110","20040908","","20041019","","● 영문 : SG43 7.62mm Goryunov Heavy Machine Gun
● 시대 : 현대
● 유형 : 기관총
● 제원 : 전체 길이 1120mm , 총열 길이 720mm, 무게 13.60kg, 제작국 소련
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제3권, Weapon and Tactics of the Soviet Army","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0272.jpg","WMK"
"COMMT00273","75밀리 곡사포 M1A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00273","","20041018","20041110","20041004","","20041019","","● 영문 : 75mm Pack Howitzer M1A1
● 시대 : 현대
● 유형 : 곡사포
● 제원 : 전체 길이 365.76cm, 포열 길이 119.4cm, 높이 60.96cm, 너비 119.38cm, 무게 580kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제3권, http://www.strategyplanet.com","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0273.jpg","WMK"
"COMMT00274","전차 M36","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00274","","20041018","20041110","","","20041019","","● 영문 : M36 Tank Destroyer ‘Slugger'
● 시대 : 현대
● 유형 : 전차
● 제원 : 전체 길이 7.46m, 너비 3.05m, 높이 3.28m, 무게 28.6t, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제3권, http://www.100thww2.org/support/776m36.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0274.jpg","WMK"
"COMMT00275","장갑차 M16A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00275","","20041018","20041110","20041004","","20041019","","● 영문 : Multiple Gun Motor Carriage M16A1
● 시대 : 현대
● 유형 : 장갑차
● 제원 : 길이 650cm, 너비 198cm, 높이 262cm, 차축 길이 344.2cm, 무게 9,000kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제3권, http://afvdb.50megs.com/usa/mgmcm16.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0275.jpg","WMK"
"COMMT00276","전차 T-59","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00276","","20041018","20041110","","","20041019","","● 영문 : Tank T-59
● 시대 : 현대
● 유형 : 전차
● 제원 : 전체 길이 6.04m, 전체 너비 3.27m, 전체 높이 2.59m, 무게 36톤, 제작국 중국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.sinodefence.com/army/tank/type59.asp","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0276.jpg","WMK"
"COMMT00277","전차 PT-63","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00277","","20041018","20041110","20041004","","20041019","","● 영문 : Type 63 Amphibious Tank
● 시대 : 현대
● 유형 : 전차
● 제원 : 전체 길이 7.29m, 전체 너비 3.2m, 전체 높이 2.52m, 무게 18.4톤, 제작국 중국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.sinodefence.com/army/tank/type63.asp","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0277.jpg","WMK"
"COMMT00278","8인치 곡사포(曲射砲) M115","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00278","","20041018","20041110","20040915","","20041019","","● 영문 : 203mm 8.0 in Caliver M115 Howitzer M1
● 시대 : 현대
● 유형 : 곡사포
● 제원 : 전체 길이 10.792m(이동할 때), 포열 길이 5.142m, 무게 14,515kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0278.jpg","WMK"
"COMMT00279","전차 M47","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00279","","20041018","20041110","","","20041019","","● 영문 : M47 Medium Tank
● 시대 : 현대
● 유형 : 전차
● 제원 : 차체 길이 6.307m, 포열 길이 : 8.508m, 너비 3.51m, 높이 2.954m(포탑 포함), 차체 무게 : 42,130kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.nasog.net/datasheets/armour/tanks/M47_Medium_Tank.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0279.jpg","WMK"
"COMMT00280","전차 M48A2C","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00280","","20041018","20041110","20041004","","20041019","","● 영문 : 90mm Gun Tank M48A2C Patton
● 시대 : 현대
● 유형 : 전차
● 제원 : 길이 744.86cm, 너비 364.5cm, 높이 309.56cm, 무게 47,600kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://afvdb.50megs.com/usa/m48patton.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0280.jpg","WMK"
"COMMT00281","장갑차 M125A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00281","","20041018","20041110","","","20041019","","● 영문 : Armoured Self-propelled 81mm Mortar Carrier M125A1
● 시대 : 현대
● 유형 : 장갑차
● 제원 : 길이 486.4cm, 너비 268.6cm, 높이 249.6cm, 무게 11,100kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://afvdb.50megs.com/usa/81mmspmm125.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0281.jpg","WMK"
"COMMT00282","장갑차 M113A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00282","","20041018","20041110","","","20041019","","● 영문 : Armoured Personnel Carrier M113A1
● 시대 : 현대
● 유형 : 장갑차
● 제원 : 길이 486.4cm, 너비 268.61cm, 높이 249.6cm, 전투 무게 10,920kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://afvdb.50megs.com/usa/m113.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0282.jpg","WMK"
"COMMT00283","경장갑차(硬裝甲車) CM6614","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00283","","20041018","20041110","20041004","","20041019","","● 영문 : K-901 Light Armoured Vehicle
● 시대 : 현대
● 유형 : 장갑차
● 제원 : 길이 5.86m, 너비 2.5m, 높이 1.78m, 무게 8,400kg, 제작국 대한민국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, 2002년 한국군 장비 연감","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0283.jpg","WMK"
"COMMT00284","155밀리 평사포(平射砲) M59","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00284","","20041018","20041110","20041004","","20041019","","● 영문 : M59 155mm Cannon Long Tom
● 시대 : 현대
● 유형 : 직사포
● 제원 : 전체 길이 10.03m, 포열 길이 7.02m, 무게 13,645kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.fas.org/man/dod-101/sys/land/m59.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0284.jpg","WMK"
"COMMT00285","155밀리 곡사포(曲射砲) M114 A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00285","","20041018","20041110","20041004","","20041019","","● 영문 : M114A1 155mm Towed Howitzer
● 시대 : 현대
● 유형 : 곡사포
● 제원 : 전체 길이 7.3m, 포열 길이 3.79m, 너비 2.79m, 높이 2.89m, 무게 5,765kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.gruntonline.com/US_Forces/US_Artillery/arty1.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0285.jpg","WMK"
"COMMT00286","장갑차 M-8","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00286","","20041018","20041110","20041004","","20041019","","● 영문 : M8 Light Armoured Car Greyhound
● 시대 : 현대
● 유형 : 장갑차
● 제원 : 길이 500.38cm, 너비 254cm, 높이 198.12cm, 무게 7,474.5kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.roberts.ezpublishing.com/rarmory/m8.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0286.jpg","WMK"
"COMMT00287","훈련기 T-6","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00287","","20041018","20041110","","","20041019","","● 영문 : Training Aircraft T-6
● 시대 : 현대
● 유형 : 항공기
● 제원 : 전체 길이 884cm, 전체 너비 1,280cm, 전체 높이 330cm, 무게 2,544kg. 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.elite.net/castle-air/camplane.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0287.jpg","WMK"
"COMMT00288","연락기 L-4","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00288","","20041018","20041110","","","20041019","","● 영문 : Aircraft Liaison Piper L-4
● 시대 : 현대
● 유형 : 항공기
● 제원 : 전체 길이 684cm, 전체 너비 1,087cm, 전체 높이 205cm, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.aero-web.org/specs/piper/l-4.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0288.jpg","WMK"
"COMMT00289","전투기 F-4U","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00289","","20041018","20041110","","","20041019","","● 영문 : Military Aircraft F-4U Corsair
● 시대 : 현대
● 유형 : 항공기
● 제원 : 전체 길이 10.17m, 높이 4.59m, 날개 길이 12.49m, 날개 너비 91.71㎡, 무게 3,938.84kg(자체), 6,432kg(전투) 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.highgallery.com/military-aircraft-f-4u.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0289.jpg","WMK"
"COMMT00290","폭격기 B-29","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00290","","20041018","20041110","","","20041019","","● 영문 : Aircraft Boeing B-29
● 시대 : 현대
● 유형 : 항공기
● 제원 : 전체 길이 30.17m, 날개 길이 43.05m, 날개 너비 161.54㎡, 동체 높이 8.46m, 무게 31,569kg(자체), 63,990kg(최대) 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.aero-web.org/specs/boeing/b-29.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0290.jpg","WMK"
"COMMT00291","전투기 YAK-9(1)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00291","","20041018","20041110","20040908","","20041019","","● 영문 : Aircraft Yak-9
● 시대 : 현대
● 유형 : 항공기
● 제원 : 전체 길이 8.66m, 날개 길이 9.74m, 날개 너비 17.15㎡, 무게 2,289kg(자체), 3,025kg(전투), 제작국 소련
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.flugzeugwerk.net/ryak9.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0291.jpg","WMK"
"COMMT00292","폭격기 IL-10","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00292","","20041018","20041110","20041004","","20041019","","● 영문 : Ilyushin IL-10 Sturmovik
● 시대 : 현대
● 유형 : 항공기
● 제원 : 날개 길이 13.40m, 동체 길이 11.20m, 무게 4,499.64kg(자체), 6,535.81kg(전투), 제작국 소련
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권, http://www.aeronautics.ru/il10.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0292.jpg","WMK"
"COMMT00293","66밀리 로켓발사기 M72A3","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00293","","20041018","20041110","20041004","","20041019","","● 영문 : M72A3 66mm Light Anti-tank Weapon, LAW
● 시대 : 현대
● 유형 : 로켓발사기
● 제원 : 길이 685mm(휴대할 때), 899mm(발사할 때), 무게 2.5kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, 베트남전쟁","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0293.jpg","WMK"
"COMMT00294","구경 7.69밀리 브렌 기관총 MK3","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00294","","20041018","20041110","20040908","","20041019","","● 영문 : Light Machine Gun Mk-3
● 시대 : 현대
● 유형 : 기관총
● 제원 : 전체 길이 1,155mm, 총열 길이 635mm, 무게 9.95kg, 제작국 영국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0294.jpg","WMK"
"COMMT00295","수도사단 한강선방어전투문서","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00295","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 문서
● 제원 : 세로 길이 270mm, 가로 길이 180mm, 두께 3mm, 쪽수 20면(겉표지 포함), 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0295.jpg","WMK"
"COMMT00296","영천지구 전투경과 문서","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00296","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 문서
● 제원 : 가로 길이 270mm, 세로 길이 180mm, 두께 4.5mm, 쪽수 20면(겉표지포함), 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0296.jpg","WMK"
"COMMT00297","전투상보 평양 탈환작전","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00297","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 문서
● 제원 : 가로 길이 192mm, 세로 길이 262mm, 두께 1mm, 쪽수 6면, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0297.jpg","WMK"
"COMMT00298","제17연대 금성남방지구 전투상보","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00298","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 문서
● 제원 : 가로 길이 179mm, 세로 길이 260mm, 두께 1.5mm, 쪽수 26면, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0298.jpg","WMK"
"COMMT00299","전단 : ""중국인민지원군은 조선을 돕고..""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00299","","20041018","20041110","20041004","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0299.jpg","WMK"
"COMMT00300","구경 7.92밀리 소총 98식","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00300","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 108.75cm, 총열 길이 58.5cm, 무게 4.5kg, 제작국 중국
● 재질 : 금속, 목재
● 참고문헌 : 한국전쟁사 제3권, Small arms of the World","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0300.jpg","WMK"
"COMMT00301","구경 7.62밀리 시모노프 카빈소총","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00301","","20041018","20041110","","","20041019","","● 영문 : Samozariadnya Karabina Simonova Obrazets 1945g
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 1,027mm, 총열 길이 520mm, 무게 3.86kg, 제작국 소련
● 재질 : 금속, 목재
● 참고문헌 : 한국전쟁사 제3권, Weapon and Tactics of the Soviet Army","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0301.jpg","WMK"
"COMMT00302","전단(공산군) : ""관부전단(寬浮傳單)""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00302","","20041018","20041110","20041004","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0302.jpg","WMK"
"COMMT00303","서울 중구 인민위원회 발행 전단","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00303","","20041018","20041110","","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0303.jpg","WMK"
"COMMT00304","구경 7.62밀리 기관총 DP 텍타레브","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00304","","20041018","20041110","20040908","","20041019","","● 영문 : Degtyaryova pakhotnyi(DP) 7.62 mm Ruchnoy Pulemyot Light Machine Gun
● 시대 : 현대
● 유형 : 기관총
● 제원 : 전체 길이 1,290mm, 총열 길이 605mm, 무게 9.12kg, 제작
● 재질 : 금속, 목재
● 참고문헌 : 한국전쟁사 제3권, http://www.rt66.com/~korteng/SmallArms/DP.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0304.jpg","WMK"
"COMMT00305","전단(傳單) : ""유엔군 서울 入城""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00305","","20041018","20041110","20040908","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0305.jpg","WMK"
"COMMT00306","전단(傳單) : ""유엔군 총반격""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00306","","20041018","20041110","20040908","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0306.jpg","WMK"
"COMMT00307","전단(傳單) : ""그대들의 전우는 이렇게 가버렸다""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00307","","20041018","20041110","20040908","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0307.jpg","WMK"
